,loan_amnt,amt_difference,term,installment,grade,emp_length,home_ownership,annual_inc,verification_status,purpose,dti,delinq_2yrs_cat,inq_last_6mths_cat,open_acc,pub_rec,pub_rec_cat,acc_ratio,initial_list_status,loan_status,target
207479,3000.0,eq,36,97.03,B,9.0,MORTGAGE,61674.82,Not Verified,major_purchase,8.27,yes,no,7.0,0.0,no,0.411764705882,f,Fully Paid,0
207480,30000.0,less,36,952.6,A,10.0,MORTGAGE,140000.0,Verified,credit_card,18.31,no,no,17.0,0.0,no,0.515151515152,f,Fully Paid,0
207482,5250.0,eq,36,172.23,B,2.0,MORTGAGE,92000.0,Verified,debt_consolidation,19.65,no,yes,18.0,0.0,no,0.418604651163,f,Fully Paid,0
207483,6000.0,eq,36,199.63,B,1.0,RENT,140000.0,Source Verified,debt_consolidation,9.76,no,yes,13.0,0.0,no,0.351351351351,f,Fully Paid,0
207484,10000.0,eq,60,234.4,C,8.0,MORTGAGE,43160.0,Verified,debt_consolidation,21.13,no,yes,12.0,0.0,no,0.444444444444,f,Fully Paid,0
207485,16800.0,less,36,601.23,C,10.0,MORTGAGE,42000.0,Verified,home_improvement,2.74,yes,yes,8.0,0.0,no,0.571428571429,f,Fully Paid,0
207486,8125.0,eq,36,249.47,A,9.0,MORTGAGE,60000.0,Not Verified,debt_consolidation,7.78,no,yes,8.0,0.0,no,0.177777777778,f,Fully Paid,0
207487,9525.0,eq,36,343.26,D,4.0,RENT,41000.0,Not Verified,debt_consolidation,13.93,yes,no,10.0,0.0,no,0.384615384615,f,Fully Paid,0
207488,16000.0,less,36,532.35,B,8.0,MORTGAGE,90000.0,Source Verified,debt_consolidation,14.47,no,no,8.0,0.0,no,0.380952380952,f,Charged Off,1
207489,19000.0,eq,36,670.71,C,10.0,MORTGAGE,66000.0,Verified,debt_consolidation,17.6,no,yes,17.0,0.0,no,0.485714285714,f,Fully Paid,0
207490,7000.0,less,36,222.28,A,1.0,RENT,27561.0,Verified,debt_consolidation,28.65,no,no,10.0,0.0,no,0.37037037037,f,Fully Paid,0
207491,3400.0,less,36,113.13,B,6.0,RENT,11496.0,Verified,debt_consolidation,18.68,no,no,4.0,0.0,no,0.444444444444,f,Charged Off,1
207492,16000.0,eq,36,517.48,B,1.0,MORTGAGE,125250.0,Not Verified,debt_consolidation,19.38,no,yes,13.0,0.0,no,0.325,f,Fully Paid,0
207493,34000.0,eq,36,1115.38,B,10.0,MORTGAGE,125000.0,Verified,debt_consolidation,16.8,no,yes,15.0,0.0,no,0.326086956522,f,Fully Paid,0
207494,3400.0,eq,60,75.84,B,5.0,RENT,25000.0,Verified,car,29.33,no,yes,10.0,0.0,no,0.384615384615,f,Fully Paid,0
207496,8325.0,less,36,303.02,D,8.0,MORTGAGE,65000.0,Verified,home_improvement,33.71,no,yes,23.0,0.0,no,0.365079365079,f,Fully Paid,0
207497,11725.0,eq,36,413.9,C,6.0,RENT,50000.0,Source Verified,credit_card,13.76,no,yes,6.0,0.0,no,0.5,f,Fully Paid,0
207498,20000.0,eq,60,513.22,D,6.0,OWN,60000.0,Source Verified,credit_card,31.16,no,yes,15.0,0.0,no,0.652173913043,f,Fully Paid,0
207499,2400.0,eq,36,86.49,D,6.0,RENT,14000.0,Verified,debt_consolidation,9.07,no,yes,6.0,0.0,no,0.75,f,Fully Paid,0
207500,23850.0,eq,36,743.2,A,5.0,MORTGAGE,60000.0,Not Verified,debt_consolidation,10.82,no,no,15.0,0.0,no,0.681818181818,f,Fully Paid,0
207501,10000.0,eq,36,360.38,D,5.0,RENT,40000.0,Not Verified,debt_consolidation,20.19,no,yes,17.0,0.0,no,0.53125,f,Charged Off,1
207502,15000.0,less,36,536.81,C,7.0,RENT,97000.0,Verified,debt_consolidation,10.72,yes,yes,12.0,0.0,no,0.342857142857,f,Fully Paid,0
207503,18000.0,less,36,563.23,A,1.0,RENT,105000.0,Verified,small_business,17.89,no,yes,9.0,0.0,no,0.642857142857,f,Fully Paid,0
207504,3000.0,eq,36,95.26,A,6.0,RENT,12000.0,Source Verified,credit_card,34.12,no,no,10.0,0.0,no,1.0,f,Fully Paid,0
207505,20950.0,less,36,687.27,B,7.0,MORTGAGE,54000.0,Verified,debt_consolidation,21.4,no,no,12.0,0.0,no,0.342857142857,f,Fully Paid,0
207506,7375.0,eq,36,229.82,A,1.0,RENT,35500.0,Not Verified,wedding,23.05,no,yes,8.0,0.0,no,0.571428571429,f,Fully Paid,0
207507,5000.0,eq,36,158.77,A,8.0,MORTGAGE,50000.0,Not Verified,credit_card,19.73,no,no,8.0,0.0,no,0.347826086957,f,Fully Paid,0
207508,12000.0,eq,36,375.49,A,3.0,RENT,66000.0,Verified,debt_consolidation,30.36,no,no,22.0,0.0,no,0.468085106383,f,Charged Off,1
207509,15000.0,eq,36,529.51,C,3.0,MORTGAGE,65000.0,Not Verified,credit_card,19.72,no,yes,10.0,0.0,no,0.5,f,Fully Paid,0
207510,3500.0,eq,36,107.47,A,9.0,MORTGAGE,34900.0,Not Verified,home_improvement,6.4,no,yes,8.0,0.0,no,0.444444444444,f,Fully Paid,0
207511,12000.0,eq,36,420.71,C,2.0,MORTGAGE,65000.0,Not Verified,debt_consolidation,15.94,no,yes,11.0,0.0,no,0.305555555556,f,Fully Paid,0
207512,17625.0,eq,36,603.16,B,6.0,RENT,45000.0,Not Verified,debt_consolidation,26.13,no,no,12.0,0.0,no,0.75,f,Fully Paid,0
207513,5750.0,eq,36,175.01,A,3.0,MORTGAGE,140000.0,Source Verified,debt_consolidation,3.32,no,yes,7.0,0.0,no,0.35,f,Fully Paid,0
207514,2775.0,eq,36,86.84,A,10.0,MORTGAGE,130000.0,Source Verified,other,9.98,no,no,4.0,0.0,no,0.25,f,Fully Paid,0
207515,9025.0,eq,36,282.4,A,3.0,MORTGAGE,78500.0,Source Verified,credit_card,16.83,no,yes,9.0,0.0,no,0.45,f,Fully Paid,0
207516,19575.0,eq,36,732.38,E,3.0,RENT,50000.0,Source Verified,debt_consolidation,8.4,no,no,7.0,0.0,no,0.875,f,Fully Paid,0
207517,10700.0,eq,36,356.01,B,1.0,RENT,38000.0,Not Verified,credit_card,16.09,no,no,7.0,0.0,no,0.583333333333,f,Fully Paid,0
207518,9000.0,eq,36,328.77,D,3.0,RENT,89000.0,Verified,debt_consolidation,34.21,no,no,23.0,0.0,no,0.560975609756,f,Fully Paid,0
207519,22000.0,eq,36,731.98,B,10.0,MORTGAGE,137000.0,Not Verified,other,14.15,no,no,15.0,0.0,no,0.714285714286,f,Fully Paid,0
207520,12000.0,eq,36,438.36,D,10.0,RENT,80000.0,Not Verified,debt_consolidation,4.22,no,no,5.0,0.0,no,0.625,f,Fully Paid,0
207521,26000.0,less,60,606.19,B,9.0,RENT,76000.0,Verified,debt_consolidation,32.9,no,no,17.0,0.0,no,0.53125,f,Charged Off,1
207522,25000.0,less,36,971.4,F,10.0,MORTGAGE,74500.0,Verified,other,9.23,no,yes,5.0,1.0,yes,0.416666666667,f,Fully Paid,0
207523,3000.0,eq,36,99.82,B,8.0,MORTGAGE,33000.0,Not Verified,home_improvement,7.2,no,no,11.0,0.0,no,0.611111111111,f,Fully Paid,0
207524,14500.0,eq,36,468.97,B,5.0,MORTGAGE,60434.0,Not Verified,credit_card,26.41,no,no,17.0,0.0,no,0.447368421053,f,Fully Paid,0
207525,1200.0,eq,36,43.84,D,10.0,RENT,33000.0,Not Verified,other,5.96,no,no,3.0,1.0,yes,0.375,f,Fully Paid,0
207526,3000.0,eq,36,103.02,C,1.0,OWN,27500.0,Not Verified,home_improvement,10.95,no,yes,12.0,0.0,no,1.0,f,Fully Paid,0
207527,12700.0,eq,36,442.19,C,6.0,MORTGAGE,55000.0,Verified,wedding,31.96,no,yes,13.0,0.0,no,0.41935483871,f,Fully Paid,0
207528,3800.0,eq,36,115.66,A,5.0,RENT,82500.0,Not Verified,debt_consolidation,2.47,yes,no,17.0,0.0,no,0.62962962963,f,Fully Paid,0
207529,14000.0,eq,36,452.8,B,8.0,MORTGAGE,125000.0,Not Verified,debt_consolidation,13.86,no,no,9.0,0.0,no,0.375,f,Fully Paid,0
207530,32000.0,eq,36,1164.76,D,10.0,MORTGAGE,115000.0,Verified,debt_consolidation,14.6,no,yes,14.0,0.0,no,0.304347826087,f,Fully Paid,0
207531,3000.0,eq,36,93.88,A,1.0,RENT,30000.0,Not Verified,moving,10.23,no,yes,20.0,0.0,no,0.487804878049,f,Fully Paid,0
207532,5000.0,eq,36,152.18,A,7.0,RENT,41000.0,Not Verified,credit_card,5.36,no,no,16.0,0.0,no,0.666666666667,f,Fully Paid,0
207533,12000.0,eq,36,388.11,B,2.0,OWN,60000.0,Not Verified,debt_consolidation,23.78,no,no,14.0,0.0,no,0.48275862069,f,Fully Paid,0
207534,5000.0,eq,36,153.52,A,6.0,MORTGAGE,45000.0,Not Verified,home_improvement,19.92,no,yes,14.0,0.0,no,0.4,f,Fully Paid,0
207535,21600.0,eq,36,708.59,B,5.0,RENT,74000.0,Verified,debt_consolidation,31.78,no,no,21.0,0.0,no,0.403846153846,f,Fully Paid,0
207536,10000.0,eq,36,343.39,C,6.0,RENT,75000.0,Not Verified,other,2.83,no,yes,5.0,0.0,no,0.625,f,Charged Off,1
207537,25900.0,less,36,889.36,C,10.0,MORTGAGE,101300.0,Verified,debt_consolidation,18.08,no,no,9.0,0.0,no,0.183673469388,f,Fully Paid,0
207538,9600.0,eq,36,319.41,B,6.0,MORTGAGE,53000.0,Not Verified,major_purchase,14.81,no,yes,6.0,1.0,yes,0.3,f,Fully Paid,0
207539,1000.0,eq,36,32.81,B,7.0,RENT,40000.0,Verified,vacation,33.36,no,no,11.0,0.0,no,0.6875,f,Fully Paid,0
207540,6000.0,eq,36,206.03,C,1.0,RENT,33000.0,Source Verified,debt_consolidation,9.75,no,no,8.0,0.0,no,0.444444444444,f,Fully Paid,0
207541,10000.0,eq,36,323.43,B,10.0,MORTGAGE,35000.0,Not Verified,home_improvement,21.14,no,no,12.0,0.0,no,0.255319148936,f,Fully Paid,0
207543,7000.0,eq,36,232.91,B,1.0,RENT,45000.0,Not Verified,debt_consolidation,5.97,no,yes,15.0,0.0,no,0.652173913043,f,Fully Paid,0
207544,9000.0,eq,36,313.36,C,7.0,MORTGAGE,80000.0,Not Verified,credit_card,7.86,no,yes,18.0,0.0,no,0.486486486486,f,Fully Paid,0
207545,6000.0,eq,36,182.62,A,4.0,MORTGAGE,85000.0,Not Verified,credit_card,5.65,no,no,15.0,0.0,no,0.333333333333,f,Charged Off,1
207546,18800.0,eq,36,585.84,A,1.0,RENT,60000.0,Not Verified,debt_consolidation,8.44,no,no,7.0,0.0,no,0.636363636364,f,Fully Paid,0
207547,7000.0,eq,36,254.8,D,9.0,MORTGAGE,50000.0,Not Verified,home_improvement,23.4,no,yes,8.0,0.0,no,0.444444444444,f,Fully Paid,0
207548,20000.0,less,36,665.44,B,10.0,RENT,63806.0,Not Verified,debt_consolidation,18.51,no,no,19.0,0.0,no,0.59375,f,Fully Paid,0
207549,18000.0,eq,60,467.43,D,10.0,MORTGAGE,95000.0,Source Verified,other,9.55,no,no,12.0,1.0,yes,0.545454545455,f,Charged Off,1
207550,15000.0,eq,36,522.26,C,2.0,RENT,49920.0,Source Verified,debt_consolidation,14.21,no,yes,22.0,0.0,no,0.647058823529,f,Fully Paid,0
207551,6000.0,eq,36,214.73,C,6.0,MORTGAGE,55000.0,Not Verified,debt_consolidation,13.22,no,yes,8.0,0.0,no,0.5,f,Charged Off,1
207552,6400.0,eq,36,200.26,A,4.0,MORTGAGE,58000.0,Not Verified,home_improvement,4.12,no,no,9.0,0.0,no,0.5625,f,Fully Paid,0
207553,16000.0,eq,36,564.81,C,10.0,MORTGAGE,108707.0,Verified,debt_consolidation,27.61,no,yes,20.0,0.0,no,0.350877192982,f,Fully Paid,0
207554,2575.0,eq,36,83.29,B,2.0,RENT,50000.0,Not Verified,debt_consolidation,27.54,no,no,12.0,0.0,no,0.352941176471,f,Charged Off,1
207555,5375.0,less,36,167.5,A,6.0,MORTGAGE,41000.0,Verified,debt_consolidation,32.03,no,no,14.0,0.0,no,0.538461538462,f,Fully Paid,0
207556,10400.0,eq,36,379.91,D,7.0,RENT,40915.0,Verified,debt_consolidation,32.97,no,yes,18.0,0.0,no,0.666666666667,f,Fully Paid,0
207557,14000.0,eq,36,459.28,B,6.0,MORTGAGE,40000.0,Verified,debt_consolidation,11.76,no,no,6.0,0.0,no,0.3,f,Fully Paid,0
207558,23675.0,less,60,640.49,E,10.0,MORTGAGE,60000.0,Verified,major_purchase,22.8,no,no,13.0,0.0,no,0.448275862069,f,Charged Off,1
207559,6000.0,eq,36,211.81,C,1.0,RENT,65000.0,Source Verified,debt_consolidation,6.42,yes,yes,5.0,0.0,no,0.333333333333,f,Fully Paid,0
207560,5600.0,eq,36,183.71,B,10.0,RENT,66400.0,Not Verified,vacation,17.42,no,yes,8.0,0.0,no,0.228571428571,f,Fully Paid,0
207561,18200.0,eq,36,588.64,B,3.0,RENT,57000.0,Not Verified,credit_card,7.95,no,yes,13.0,0.0,no,0.282608695652,f,Fully Paid,0
207562,19075.0,eq,60,510.59,E,5.0,MORTGAGE,55473.0,Verified,debt_consolidation,17.09,no,yes,8.0,0.0,no,0.727272727273,f,Fully Paid,0
207563,9600.0,eq,36,310.49,B,3.0,RENT,86500.0,Not Verified,credit_card,4.96,no,no,9.0,0.0,no,0.642857142857,f,Fully Paid,0
207564,14000.0,eq,36,452.8,B,1.0,MORTGAGE,80500.0,Not Verified,debt_consolidation,18.8,yes,no,15.0,0.0,no,0.441176470588,f,Fully Paid,0
207565,7200.0,less,36,239.56,B,1.0,MORTGAGE,92000.0,Source Verified,debt_consolidation,16.63,yes,no,10.0,0.0,no,0.416666666667,f,Fully Paid,0
207566,19000.0,eq,60,529.85,E,2.0,MORTGAGE,96000.0,Verified,debt_consolidation,6.68,yes,no,7.0,0.0,no,0.2,f,Fully Paid,0
207567,6000.0,eq,36,202.49,B,1.0,OWN,100000.0,Not Verified,debt_consolidation,9.73,no,yes,19.0,0.0,no,0.826086956522,f,Fully Paid,0
207568,20000.0,eq,60,484.24,C,6.0,MORTGAGE,86000.0,Verified,credit_card,21.99,no,yes,16.0,0.0,no,0.615384615385,f,Charged Off,1
207569,11000.0,eq,36,349.29,A,1.0,RENT,45000.0,Not Verified,major_purchase,8.37,no,no,5.0,0.0,no,0.384615384615,f,Fully Paid,0
207570,15000.0,eq,36,555.32,D,6.0,RENT,44900.0,Verified,debt_consolidation,32.02,yes,no,15.0,0.0,no,0.714285714286,f,Charged Off,1
207571,35000.0,less,60,976.04,E,10.0,MORTGAGE,125000.0,Verified,debt_consolidation,9.66,no,no,9.0,0.0,no,0.257142857143,f,Fully Paid,0
207572,10375.0,eq,36,373.89,D,3.0,OWN,30000.0,Verified,debt_consolidation,32.64,no,yes,12.0,0.0,no,0.75,f,Fully Paid,0
207574,21350.0,eq,36,764.06,C,2.0,MORTGAGE,54971.0,Verified,debt_consolidation,32.55,no,yes,13.0,0.0,no,0.41935483871,f,Charged Off,1
207575,3000.0,less,36,91.31,A,3.0,OWN,32000.0,Not Verified,debt_consolidation,16.76,no,no,6.0,0.0,no,0.206896551724,f,Fully Paid,0
207576,10000.0,eq,36,317.54,A,5.0,MORTGAGE,55000.0,Not Verified,debt_consolidation,15.12,no,no,11.0,0.0,no,0.423076923077,f,Fully Paid,0
207577,8500.0,eq,36,265.97,A,9.0,MORTGAGE,60000.0,Verified,credit_card,12.46,no,yes,10.0,0.0,no,0.47619047619,f,Fully Paid,0
207578,7000.0,eq,36,254.8,D,5.0,RENT,60000.0,Not Verified,wedding,15.92,no,yes,11.0,0.0,no,0.6875,f,Fully Paid,0
207579,12000.0,eq,36,368.45,A,10.0,MORTGAGE,53850.0,Not Verified,major_purchase,9.05,no,yes,9.0,0.0,no,0.333333333333,f,Fully Paid,0
207580,5175.0,eq,36,177.7,C,6.0,OWN,17986.0,Verified,major_purchase,23.69,no,yes,13.0,0.0,no,0.8125,f,Fully Paid,0
207581,5875.0,eq,36,201.06,B,10.0,RENT,35000.0,Not Verified,debt_consolidation,7.1,no,yes,6.0,0.0,no,0.857142857143,f,Fully Paid,0
207582,19000.0,eq,60,487.56,D,1.0,RENT,48000.0,Verified,debt_consolidation,27.57,no,yes,12.0,0.0,no,0.375,f,Fully Paid,0
207583,25975.0,eq,36,936.07,D,10.0,MORTGAGE,65000.0,Verified,debt_consolidation,22.43,no,yes,13.0,1.0,yes,0.40625,f,Fully Paid,0
207584,15500.0,less,60,423.62,E,10.0,MORTGAGE,40000.0,Verified,other,16.17,no,yes,7.0,0.0,no,0.388888888889,f,Fully Paid,0
207585,3000.0,eq,36,98.42,B,10.0,OWN,130000.0,Verified,debt_consolidation,27.05,no,yes,14.0,0.0,no,0.28,f,Fully Paid,0
207587,33950.0,less,36,1161.82,B,6.0,RENT,85722.0,Verified,debt_consolidation,27.19,no,yes,15.0,0.0,no,0.245901639344,f,Fully Paid,0
207588,15000.0,eq,36,522.26,C,10.0,RENT,44500.0,Verified,debt_consolidation,30.53,no,yes,16.0,0.0,no,0.727272727273,f,Fully Paid,0
207589,19000.0,less,60,445.36,C,10.0,MORTGAGE,60000.0,Verified,credit_card,16.06,no,no,8.0,0.0,no,0.615384615385,f,Fully Paid,0
207590,8000.0,eq,36,288.3,D,3.0,RENT,40000.0,Source Verified,credit_card,12.4,no,yes,18.0,0.0,no,0.818181818182,f,Fully Paid,0
207591,15000.0,eq,36,506.21,B,9.0,MORTGAGE,73450.0,Not Verified,debt_consolidation,22.82,no,yes,15.0,1.0,yes,0.576923076923,f,Fully Paid,0
207592,10000.0,eq,36,317.54,A,3.0,OWN,55000.0,Verified,small_business,16.93,yes,no,14.0,0.0,no,0.35,f,Fully Paid,0
207593,19750.0,eq,36,617.99,A,10.0,MORTGAGE,50000.0,Verified,credit_card,31.55,no,no,16.0,0.0,no,0.592592592593,f,Fully Paid,0
207596,9600.0,eq,36,338.89,C,2.0,RENT,40000.0,Not Verified,credit_card,20.82,no,yes,7.0,0.0,no,0.777777777778,f,Charged Off,1
207597,5000.0,eq,36,155.81,A,1.0,RENT,51000.0,Not Verified,debt_consolidation,24.38,no,no,18.0,0.0,no,0.58064516129,f,Fully Paid,0
207598,12000.0,eq,36,412.06,C,1.0,MORTGAGE,55000.0,Not Verified,debt_consolidation,19.05,no,yes,16.0,0.0,no,0.516129032258,f,Fully Paid,0
207599,2775.0,eq,36,99.31,C,6.0,MORTGAGE,50000.0,Source Verified,home_improvement,13.94,no,yes,5.0,1.0,yes,0.3125,f,Fully Paid,0
207600,15000.0,eq,36,456.54,A,10.0,MORTGAGE,92000.0,Source Verified,debt_consolidation,5.44,no,no,14.0,0.0,no,0.538461538462,f,Fully Paid,0
207601,10400.0,eq,36,325.42,A,1.0,RENT,38000.0,Verified,debt_consolidation,18.51,no,no,7.0,0.0,no,0.7,f,Fully Paid,0
207602,4000.0,eq,36,136.89,B,10.0,RENT,61000.0,Not Verified,debt_consolidation,26.68,no,no,14.0,1.0,yes,0.378378378378,f,Fully Paid,0
207603,4000.0,eq,36,133.09,B,10.0,MORTGAGE,53000.0,Not Verified,debt_consolidation,19.77,no,yes,9.0,0.0,no,0.45,f,Fully Paid,0
207604,27150.0,less,36,932.29,C,10.0,MORTGAGE,85000.0,Verified,debt_consolidation,13.19,no,no,10.0,0.0,no,0.238095238095,f,Charged Off,1
207605,28000.0,eq,36,931.61,B,1.0,RENT,90000.0,Verified,debt_consolidation,23.33,no,yes,14.0,0.0,no,0.583333333333,f,Fully Paid,0
207606,11900.0,eq,36,395.94,B,1.0,RENT,42000.0,Source Verified,debt_consolidation,11.6,no,no,9.0,0.0,no,0.642857142857,f,Fully Paid,0
207607,25000.0,less,60,557.63,B,10.0,MORTGAGE,200000.0,Verified,debt_consolidation,11.65,no,yes,17.0,0.0,no,0.447368421053,f,Fully Paid,0
207608,35000.0,less,36,1164.51,B,10.0,MORTGAGE,95000.0,Verified,home_improvement,8.65,no,yes,5.0,0.0,no,0.294117647059,f,Fully Paid,0
207609,21200.0,eq,36,715.44,B,4.0,RENT,53500.0,Verified,small_business,29.66,no,yes,14.0,0.0,no,0.608695652174,f,Fully Paid,0
207610,15000.0,eq,36,545.99,D,9.0,RENT,50000.0,Not Verified,debt_consolidation,20.28,yes,no,12.0,0.0,no,0.521739130435,f,Charged Off,1
207611,16000.0,eq,60,432.86,E,10.0,RENT,59000.0,Verified,debt_consolidation,24.39,no,yes,22.0,0.0,no,0.733333333333,f,Charged Off,1
207612,16800.0,eq,36,558.97,B,3.0,OWN,50000.0,Verified,debt_consolidation,28.15,yes,no,14.0,0.0,no,0.388888888889,f,Fully Paid,0
207613,25000.0,eq,36,900.93,D,10.0,RENT,65000.0,Source Verified,debt_consolidation,20.16,no,yes,21.0,0.0,no,0.636363636364,f,Fully Paid,0
207614,15350.0,eq,36,563.06,D,1.0,MORTGAGE,39000.0,Verified,small_business,28.92,no,yes,13.0,0.0,no,0.722222222222,f,Fully Paid,0
207615,30000.0,eq,36,1095.9,D,6.0,MORTGAGE,100000.0,Verified,debt_consolidation,22.7,no,yes,12.0,0.0,no,0.324324324324,f,Fully Paid,0
207617,4000.0,eq,36,124.65,A,8.0,RENT,50000.0,Not Verified,wedding,25.27,no,no,7.0,0.0,no,0.7,f,Fully Paid,0
207618,5675.0,eq,36,180.2,A,10.0,OWN,28000.0,Not Verified,debt_consolidation,23.57,no,yes,7.0,0.0,no,0.636363636364,f,Fully Paid,0
207619,21725.0,eq,36,829.47,E,2.0,RENT,101794.0,Source Verified,debt_consolidation,18.67,no,no,21.0,0.0,no,0.7,f,Fully Paid,0
207620,12000.0,eq,36,412.06,C,10.0,RENT,58000.0,Verified,debt_consolidation,21.68,no,no,17.0,0.0,no,0.68,f,Fully Paid,0
207621,10375.0,eq,36,356.26,C,5.0,RENT,29750.0,Verified,debt_consolidation,26.42,no,no,6.0,0.0,no,0.6,f,Fully Paid,0
207622,4000.0,eq,36,143.15,C,7.0,MORTGAGE,75000.0,Source Verified,home_improvement,8.51,no,yes,12.0,0.0,no,1.0,f,Fully Paid,0
207623,12000.0,eq,36,368.45,A,1.0,RENT,80000.0,Not Verified,debt_consolidation,15.0,no,yes,9.0,0.0,no,0.36,f,Fully Paid,0
207624,4500.0,eq,36,142.89,A,5.0,RENT,45000.0,Not Verified,debt_consolidation,24.29,yes,yes,14.0,0.0,no,0.48275862069,f,Fully Paid,0
207625,20000.0,less,36,686.77,C,3.0,MORTGAGE,65000.0,Verified,debt_consolidation,6.42,no,no,10.0,0.0,no,1.0,f,Charged Off,1
207626,3125.0,eq,36,97.38,A,10.0,RENT,56603.0,Source Verified,debt_consolidation,17.49,no,no,7.0,0.0,no,0.21875,f,Charged Off,1
207627,8000.0,less,36,266.18,B,10.0,RENT,63880.0,Not Verified,debt_consolidation,28.07,no,no,21.0,0.0,no,0.636363636364,f,Fully Paid,0
207628,11700.0,eq,36,383.82,B,3.0,MORTGAGE,177000.0,Source Verified,debt_consolidation,24.32,no,no,18.0,0.0,no,0.418604651163,f,Fully Paid,0
207629,12000.0,eq,36,368.45,A,2.0,RENT,50000.0,Not Verified,debt_consolidation,12.08,no,no,6.0,0.0,no,0.4,f,Fully Paid,0
207631,7800.0,less,36,239.49,A,10.0,MORTGAGE,63000.0,Not Verified,credit_card,16.25,no,no,10.0,0.0,no,0.625,f,Fully Paid,0
207632,8300.0,eq,36,254.85,A,10.0,RENT,94837.0,Not Verified,debt_consolidation,11.88,no,no,5.0,0.0,no,0.25,f,Fully Paid,0
207633,15625.0,eq,60,348.52,B,10.0,MORTGAGE,51000.0,Verified,debt_consolidation,32.04,no,no,15.0,0.0,no,0.428571428571,f,Fully Paid,0
207634,6000.0,eq,36,199.63,B,3.0,RENT,30000.0,Verified,debt_consolidation,33.76,no,no,15.0,0.0,no,0.789473684211,f,Fully Paid,0
207635,15000.0,less,60,401.51,E,3.0,RENT,88000.0,Verified,other,14.59,no,no,6.0,0.0,no,0.5,f,Fully Paid,0
207636,11500.0,eq,36,359.84,A,4.0,RENT,41000.0,Not Verified,debt_consolidation,14.02,no,no,7.0,0.0,no,0.5,f,Fully Paid,0
207637,8000.0,eq,36,274.71,C,2.0,MORTGAGE,48000.0,Not Verified,debt_consolidation,7.75,no,yes,9.0,0.0,no,0.692307692308,f,Fully Paid,0
207638,6500.0,eq,60,155.7,C,10.0,MORTGAGE,52000.0,Source Verified,car,19.98,no,yes,20.0,0.0,no,0.5,f,Fully Paid,0
207639,8125.0,eq,36,282.9,C,7.0,RENT,24000.0,Verified,home_improvement,31.4,yes,yes,10.0,0.0,no,0.277777777778,f,Fully Paid,0
207640,14825.0,eq,36,451.21,A,1.0,MORTGAGE,80000.0,Verified,debt_consolidation,29.65,no,no,9.0,0.0,no,0.264705882353,f,Fully Paid,0
207641,9000.0,eq,36,303.73,B,8.0,MORTGAGE,60000.0,Not Verified,debt_consolidation,21.76,no,yes,16.0,0.0,no,0.666666666667,f,Fully Paid,0
207642,10200.0,eq,36,339.38,B,4.0,RENT,90000.0,Not Verified,debt_consolidation,16.79,no,no,5.0,0.0,no,0.357142857143,f,Fully Paid,0
207643,20000.0,eq,36,686.77,C,6.0,MORTGAGE,80000.0,Verified,debt_consolidation,15.42,no,yes,6.0,0.0,no,0.3,f,Charged Off,1
207644,2275.0,eq,36,77.86,B,9.0,MORTGAGE,126200.0,Not Verified,debt_consolidation,11.43,no,yes,9.0,0.0,no,0.333333333333,f,Fully Paid,0
207645,5000.0,eq,36,178.94,C,1.0,OWN,40000.0,Source Verified,debt_consolidation,19.41,no,yes,7.0,0.0,no,0.5,f,Fully Paid,0
207646,18000.0,eq,60,486.97,E,9.0,RENT,45000.0,Verified,debt_consolidation,21.15,no,no,12.0,0.0,no,0.4,f,Charged Off,1
207647,28000.0,eq,60,722.49,D,5.0,MORTGAGE,106000.0,Verified,debt_consolidation,14.75,no,yes,19.0,0.0,no,0.422222222222,f,Fully Paid,0
207648,2000.0,eq,36,70.61,C,2.0,MORTGAGE,50000.0,Source Verified,home_improvement,30.58,no,yes,9.0,0.0,no,0.36,f,Fully Paid,0
207649,21000.0,eq,60,479.0,B,7.0,OWN,64000.0,Source Verified,debt_consolidation,15.32,no,yes,10.0,0.0,no,0.47619047619,f,Fully Paid,0
207650,14000.0,less,36,452.8,B,3.0,RENT,80000.0,Verified,debt_consolidation,22.05,no,no,8.0,0.0,no,0.533333333333,f,Fully Paid,0
207651,8000.0,eq,36,243.49,A,4.0,RENT,52500.0,Not Verified,debt_consolidation,10.88,no,yes,11.0,0.0,no,0.354838709677,f,Fully Paid,0
207652,8000.0,eq,36,278.54,C,10.0,MORTGAGE,158000.0,Not Verified,debt_consolidation,9.9,no,yes,13.0,0.0,no,0.433333333333,f,Fully Paid,0
207653,4000.0,eq,36,131.23,B,8.0,MORTGAGE,53000.0,Not Verified,debt_consolidation,19.11,no,no,7.0,0.0,no,0.368421052632,f,Fully Paid,0
207654,12000.0,eq,36,429.45,C,10.0,MORTGAGE,63000.0,Not Verified,debt_consolidation,19.2,yes,yes,23.0,0.0,no,0.821428571429,f,Fully Paid,0
207655,4200.0,eq,36,139.75,B,6.0,MORTGAGE,56000.0,Not Verified,home_improvement,24.71,yes,no,13.0,0.0,no,0.5,f,Fully Paid,0
207657,14500.0,less,36,496.21,B,4.0,MORTGAGE,49800.0,Source Verified,debt_consolidation,12.31,no,yes,7.0,0.0,no,0.636363636364,f,Fully Paid,0
207658,12000.0,less,36,373.94,A,9.0,MORTGAGE,70000.0,Verified,debt_consolidation,2.35,no,no,5.0,0.0,no,0.625,f,Fully Paid,0
